#,Team,GP,% Time,Poss / Game,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score
398,Eureka Red Devils,22,100%,90.8,84.4,0.93,37,29.9,66.8,44.7%,51.4%,15.8%,12.7%,8.1%,42%
399,Evangel Crusaders,31,100%,82,76.4,0.932,32.5,27.2,59.6,45.6%,52.6%,16.3%,13%,8.4%,42.7%
400,Evansville Aces,32,100%,73.3,65,0.888,29.5,22.7,52.3,43.5%,49%,17.3%,13.5%,8.7%,41.2%
401,Evergreen State College Geoducks,29,100%,83.2,70.2,0.843,31.7,26.6,58.3,45.7%,49.3%,19.8%,12.3%,9.4%,40.7%
402,Fairfield Stags,33,100%,81.8,75.3,0.921,34.3,26.5,60.8,43.6%,51.2%,15.2%,12.5%,7.8%,41.3%
403,Fairhaven Baptist Boble,1,100%,81,17,0.21,24,6,30,20%,20%,56.8%,8.6%,7.4%,11.1%
404,Fairleigh Dickinson - Florham Devils,23,100%,83.9,65,0.776,35.2,25,60.3,41.6%,45.7%,18.2%,11.7%,8.7%,37.2%
405,Fairleigh Dickinson Knights,31,100%,81.4,73.7,0.906,33.3,26.8,60.1,44.6%,50.3%,16.1%,12.7%,8.2%,41.6%
406,Fairmont State Falcons,29,100%,84.2,85.8,1.018,34.9,31,65.9,47.1%,55.8%,11.8%,11.9%,8%,44.9%
407,Faith Baptist Bible Eagles,7,100%,85.9,43.6,0.507,40.6,18.3,58.9,31.1%,33.9%,26.5%,6%,4.8%,24.3%
408,Farmingdale State Rams,26,100%,87.3,74,0.848,34.8,26.4,61.3,43.1%,48.1%,18.3%,13.4%,8.4%,40.3%
409,Faulkner Eagles,29,100%,85.6,78.4,0.917,33.2,26.3,59.6,44.2%,52.7%,17.5%,15.1%,9.8%,41.5%
410,Fayatteville State Broncos,26,100%,76.9,65,0.846,33.4,22.7,56.2,40.5%,46.5%,15.1%,14.2%,10.4%,39.4%
411,Felician Golden Falcons,27,100%,85,75.2,0.885,35,26.7,61.7,43.3%,50.3%,17.3%,12.1%,8.9%,40%
412,Ferris State Bulldogs,39,100%,85.4,85.6,1.002,33,31.9,64.9,49.1%,54.8%,13.6%,13.4%,8.6%,46.4%
413,Ferrum Panthers,26,100%,78.4,66.8,0.852,32.6,23.7,56.3,42.1%,50.4%,19.8%,10.4%,8.3%,37.3%
414,Findlay Oilers,33,100%,81.2,82.6,1.017,34,31.6,65.6,48.2%,55.5%,11.5%,9.4%,6.9%,45.7%
415,Finlandia Lions,14,100%,79.8,62.3,0.781,33.9,22.1,56,39.4%,46.2%,20.1%,11.6%,9.2%,35.6%
416,Fisher College Falcons,24,100%,93.2,74.4,0.799,37.7,27.8,65.5,42.4%,48.1%,20.6%,10.7%,7.2%,37.2%
417,Fisk Bulldogs,16,100%,86,66.7,0.775,39.6,25.4,65,39%,43.4%,15.8%,11%,9%,36.5%
418,Fitchburg State,6,100%,91.5,66.2,0.723,41.3,24.3,65.7,37.1%,41.1%,18.8%,11.5%,7.3%,34.1%
419,Flagler College Saints,26,100%,83.7,72,0.861,32.8,26.4,59.2,44.6%,50.3%,19.3%,12.8%,10.2%,39.3%
420,Florida A&M Rattlers,33,100%,80.2,67.3,0.839,34.4,24.1,58.5,41.2%,46.5%,16.4%,12.3%,9.5%,39%
421,Florida Atlantic Owls,31,100%,83.3,69,0.828,37.8,25.4,63.2,40.2%,44.7%,15.1%,11.1%,8.6%,38.8%
422,Florida College Falcons,29,100%,94.4,90.2,0.955,37,33.3,70.3,47.3%,55.9%,16.8%,10.5%,8%,42.8%
423,Florida Gators,34,100%,79.1,75.5,0.955,35,26.2,61.2,42.8%,50.2%,11.5%,13.5%,9.7%,42.9%
424,Florida Gulf Coast Eagles,35,100%,82.9,80.6,0.973,31.1,29.7,60.8,48.9%,54.8%,16.3%,12.8%,9.6%,45.1%
425,Florida International Panthers,32,100%,80.3,69.9,0.87,34.5,25.2,59.7,42.2%,47.4%,13%,14.7%,11%,41.3%
426,Florida Memorial Lions,29,100%,88.3,71.5,0.81,40.9,25.2,66.1,38.2%,43.9%,14.5%,12%,7.4%,37.5%
427,Florida National University Conquistadors,15,100%,93.4,75.5,0.808,43.1,26,69.1,37.6%,44.3%,16%,11.8%,7.6%,36.3%
428,Florida Southern Mocs,32,100%,92.1,87.5,0.951,37.5,31.7,69.2,45.8%,52.7%,14.5%,12.3%,8.5%,43%
429,Florida State Seminoles,35,100%,83.4,79.5,0.953,32.4,28.2,60.7,46.5%,52.9%,15.1%,14.9%,10.7%,44.2%
430,Florida Tech Panthers,30,100%,84.7,80.9,0.954,34.1,29,63.1,46%,53.7%,16.3%,11.6%,8.2%,42.4%
431,Fontbonne Griffins,16,100%,93.7,82.6,0.882,34.1,30.1,64.1,46.9%,52.7%,20.8%,13.3%,8.7%,41.3%
432,Fordham Rams,31,100%,72.5,62,0.855,32.3,22.3,54.5,40.8%,47.6%,15.5%,10.9%,7.9%,38.7%
433,Fort Hays State Tigers,31,100%,76.9,73.9,0.961,31.2,25.5,56.7,45.1%,51.6%,14%,14.1%,9%,44.4%
434,Fort Lewis Skyhawks,31,100%,84.3,83.7,0.993,30.5,29.7,60.2,49.4%,54.1%,14.5%,17%,11.3%,47.8%
435,Fort Valley State Wildcats,27,100%,82.6,68.3,0.826,35.2,23.6,58.8,40.2%,45.6%,16.2%,14.3%,9.6%,39.3%
436,Framingham State Rams,9,100%,70.7,50.3,0.712,32,17.7,49.7,35.6%,41.3%,21.4%,10.2%,7.9%,32.2%
437,Francis Marion,30,100%,83,78.1,0.941,33.4,28.4,61.9,46%,52.3%,14.9%,12.4%,9.2%,43.6%
438,Franciscan University of Steubenville Barons,26,100%,85.3,58.2,0.682,36.4,22.2,58.6,37.8%,41.5%,22.3%,10.9%,7.6%,32.5%
439,Franklin & Marshall Diplomats,29,100%,83.7,73.3,0.876,32.9,25.3,58.1,43.5%,49.1%,17.6%,15.4%,10.3%,41.2%
440,Franklin Grizzlies,25,100%,79.6,71.5,0.898,31.8,26.4,58.1,45.4%,50.9%,17.1%,12.5%,8.4%,41.6%
441,Franklin Pierce Ravens,26,100%,86.6,78.6,0.908,33.9,28.8,62.7,46%,52.6%,18.5%,11.4%,8%,41.1%
442,Fraser Valley Cascades,23,100%,91.5,73.8,0.807,39.6,27,66.5,40.5%,48.2%,20.1%,8.7%,6.7%,35.7%
443,Fredonia State Blue Devils,24,100%,84,63,0.75,36.5,23.3,59.8,39%,42.1%,18.8%,12.9%,9.7%,36.2%
444,Freed-Hardeman Lions,25,100%,84.9,73.8,0.87,33.6,26.7,60.4,44.3%,50.9%,18.9%,11.7%,8.3%,39.9%
445,Fresno Pacific Sunbirds,28,100%,81.6,72.6,0.89,31.7,27.1,58.8,46.1%,51.9%,17.7%,12.9%,9.2%,41.2%
446,Fresno State Bulldogs,32,100%,77.3,76.4,0.989,28.8,27.6,56.3,48.9%,54.9%,14.6%,15.6%,10.8%,46.2%
447,Friends University Falcons,31,100%,83.5,78,0.935,33.8,27.1,60.9,44.4%,50.5%,15.1%,14.7%,9.8%,42.8%
448,Frostburg State Bobcats,27,100%,90.8,75.1,0.827,39.4,28.4,67.8,41.9%,46.5%,15.5%,11.7%,8.3%,39.3%
449,Furman Paladins,33,100%,79.1,78.7,0.995,32.5,28.4,60.9,46.7%,55.1%,13.9%,11.5%,8.2%,43.9%
450,Gallaudet University Bison,23,100%,88.7,69.5,0.784,38.3,25,63.3,39.5%,45.3%,18.1%,12.5%,9.2%,36.4%
451,Gannon University,32,100%,79.2,69.3,0.875,31.5,26.6,58.2,45.8%,49.1%,16.6%,11.7%,8.6%,42.2%
452,Gardner-Webb Runnin' Bulldogs,32,100%,78.9,70.1,0.889,32.5,25.6,58,44%,50.4%,16.9%,11.3%,8.7%,40.5%
453,Geneva Golden Tornadoes,27,100%,79.3,68.4,0.863,31.9,25.2,57.1,44.1%,48.8%,17.9%,12.5%,8.9%,40.4%
454,George Fox Bruins,26,100%,88.8,82,0.923,36.7,29.7,66.3,44.8%,52.5%,16.1%,11.1%,8.4%,41.2%
455,George Mason Patriots,33,100%,79.5,70.5,0.886,33.5,25,58.5,42.7%,48.5%,15.5%,12.6%,8.4%,41.1%
456,George Washington Colonials,33,100%,76.1,67.1,0.882,31.4,25.1,56.4,44.4%,49.2%,16.1%,11.7%,8.7%,41.4%
457,Georgetown (KY) College Tigers,30,100%,89.9,92.7,1.032,35.1,33.5,68.6,48.8%,56.2%,12.2%,14.2%,10.7%,47%
458,Georgetown Hoyas,30,100%,83.4,77.8,0.933,32.3,26.6,58.9,45.1%,51.5%,17.4%,14.6%,10.9%,42.9%
459,Georgia Bulldogs,33,100%,78.3,68,0.868,32.8,23.2,56,41.5%,46.9%,15.3%,15.7%,9.9%,40.9%
460,Georgia College and State Bobcats,28,100%,82.9,66.8,0.805,35.6,24.5,60.1,40.7%,45.6%,16.8%,12.5%,8.2%,38.4%
461,Georgia Northwestern Technical College,2,100%,101,72.5,0.718,38,26.5,64.5,41.1%,46.5%,26.7%,11.4%,6.4%,33.7%
462,Georgia Southern Eagles,33,100%,82.6,74.9,0.907,35,25.7,60.7,42.3%,48.9%,13.1%,15.7%,10.1%,42.1%
463,Georgia Southwestern Hurricanes,28,100%,78.8,71.3,0.905,33.6,26.1,59.7,43.7%,50.4%,14.9%,11.1%,7.7%,41%
464,Georgia State Panthers,35,100%,76.7,74.5,0.972,31.4,26.9,58.3,46.1%,54%,13.8%,12.7%,9.2%,43.5%
465,Georgia Tech Yellow Jackets,33,100%,77,65.2,0.847,32.3,23.5,55.8,42.2%,46.5%,16.1%,13.7%,9.9%,40.4%
466,Georgian Court Lions,26,100%,81.8,65.4,0.799,33.7,23.4,57.1,41%,45.4%,18.8%,13.4%,10.1%,38.5%
467,Gettysburg College Bullets,25,100%,74,61.8,0.836,29.2,23.2,52.4,44.2%,50%,20.6%,11%,7.6%,38.1%
468,Glenville State Pioneers,30,100%,83.2,72.3,0.869,35,26.2,61.2,42.8%,48.5%,16.1%,12.1%,8.2%,40.3%
469,Goldey-Beacom Lightening,30,100%,85,76.5,0.9,34.6,26.3,60.9,43.2%,49.8%,16.6%,13.6%,8.6%,41.5%
470,Gonzaga Bulldogs,37,100%,81.3,83.4,1.025,31,30.4,61.4,49.5%,56.7%,13.8%,13.4%,9%,46.6%
471,Gordon College,28,100%,90.6,84.9,0.937,35.1,30.6,65.8,46.6%,53.6%,17.3%,12.3%,8.8%,42.6%
472,Goshen College Maple Leafs,32,100%,89.1,83.1,0.933,37,29.6,66.5,44.4%,50.6%,14.3%,13%,8.3%,43.1%
473,Goucher Gophers,25,100%,82,59.3,0.723,37,21.8,58.8,37.1%,42.6%,20.4%,9.2%,6.2%,33.4%
474,Governor State University,27,100%,84.3,82.6,0.98,35.4,30.3,65.7,46.1%,53.2%,13.4%,11%,7.6%,43.9%
475,Grace Christian University,16,100%,87.4,72.5,0.83,37.1,26.9,64.1,42%,49.8%,18.8%,9.7%,6.6%,37.1%
476,Grace College Lancers,30,100%,84.9,79.9,0.941,34.3,28.5,62.8,45.4%,50.9%,14.6%,13.3%,9.5%,43.9%
477,Graceland University  Yellowjackets,35,100%,83.8,81.5,0.973,32.6,29.3,61.9,47.3%,54.6%,15.4%,13.1%,8.9%,44.2%
478,Grambling State Tigers,31,100%,85.8,72,0.838,35,25,60,41.7%,45.8%,17.1%,15.4%,11%,40.4%
479,Grand Canyon University Antelopes,34,100%,82.4,73.3,0.889,34.2,25,59.2,42.3%,48.4%,15.3%,15.6%,9%,41.4%
480,Grand Valley State Lakers,29,100%,81.2,75.1,0.925,33.7,28.6,62.3,45.9%,51.3%,14.5%,11%,7.2%,42.7%
481,Grand View Vikings,28,100%,84.4,79.1,0.937,32.6,29.7,62.3,47.7%,53.1%,15.1%,13.5%,9.5%,44.1%
482,Great Lake Christian Crusaders,11,100%,85.4,74.6,0.874,38.8,27.5,66.3,41.4%,48.7%,15.1%,8.9%,6.5%,38.4%
483,Green Mountain,4,100%,89.5,56,0.626,42,20.8,62.8,33.1%,36.1%,20.7%,11.2%,7%,30.2%
484,Greensboro College The Pride,28,100%,92.5,84.9,0.917,36.6,29.2,65.8,44.4%,50.9%,16.3%,15.4%,11.3%,42.6%
485,Greenville Panthers,18,100%,132.6,122.9,0.927,60.3,42.4,102.8,41.3%,50.5%,12.6%,11.4%,7.5%,40.3%
486,Grinnell,6,100%,111.5,105.5,0.946,47.8,33.2,81,40.9%,51.6%,14.6%,14.1%,9.1%,41%
487,Grove City Wolverines,26,100%,79.9,65.9,0.825,31.9,25.4,57.3,44.3%,48.2%,18.8%,11.6%,8.1%,39.6%
488,Guelph Gryphons,27,100%,93,75.3,0.81,39.6,27.7,67.3,41.2%,45.5%,17.3%,12.9%,10.5%,38.7%
489,Guilford College Quakers,27,100%,82.3,75.1,0.913,33.4,27.9,61.3,45.4%,50.9%,14.8%,12.9%,8.8%,42.8%
490,Gustavus Adolphus,24,100%,76.4,66.9,0.876,31.2,25.6,56.8,45%,50.3%,17.6%,10.2%,7%,40.4%
491,Gwynedd Mercy University Griffins,26,100%,82.2,80.6,0.981,30.8,30.3,61.2,49.6%,56.2%,15.8%,11.6%,8.1%,45%
492,Hamilton College,29,100%,91,85.2,0.936,36.2,30.4,66.7,45.7%,51.7%,15.2%,14.2%,9.3%,43.6%
493,Hamline Pipers,25,100%,76.1,72.3,0.95,30.7,26.7,57.4,46.6%,52.8%,14.8%,12%,8.4%,43.6%
494,Hampden-Sydney Tigers,26,100%,80,67.6,0.845,32.8,24.3,57.1,42.6%,48.9%,19.3%,11.4%,7.8%,38.4%
495,Hampton Pirates,33,100%,84.7,76.1,0.898,35.6,27.4,63,43.5%,48%,15%,13.3%,9.7%,42.2%
496,Hannibal-LaGrange Trojans,29,100%,78.5,65.3,0.831,32.8,23.8,56.5,42%,48.6%,18.9%,11.1%,7.8%,37.9%
497,Hanover Panthers,29,100%,75.4,76.9,1.021,28.2,28.8,57,50.5%,56.9%,14.3%,12.9%,8.3%,46.7%
498,Harding Bison,27,100%,82,69.6,0.849,34,25.4,59.4,42.7%,50%,18.4%,11.3%,8.3%,38.6%
499,Hardin-Simmons Cowboys,26,100%,88.9,76.2,0.857,38.8,25.4,64.2,39.5%,45.8%,15%,14.6%,10.1%,39.3%
500,Harris-Stowe State Hornets,33,100%,88.4,75.1,0.85,38.8,27.4,66.2,41.3%,48.1%,16.3%,10.7%,7.5%,38.4%
501,Hartford Hawks,33,100%,75.6,70.3,0.93,30.6,25.3,55.9,45.3%,52.6%,15.8%,12.8%,8.9%,41.8%
502,Hartwick,25,100%,84.4,77.8,0.922,36.6,26.4,63,41.9%,49.8%,14.7%,12.5%,7.5%,41%
503,Harvard Crimson,31,100%,76.4,67.8,0.888,31.7,23.7,55.4,42.8%,50.2%,17.7%,11.4%,7%,39.6%
504,Haskell Indians,22,100%,83.8,68.7,0.82,37,24.3,61.3,39.7%,47.8%,18.8%,9.8%,6.5%,35.4%
505,Hastings College Broncos,30,100%,84.7,78.8,0.93,32.2,29.3,61.5,47.7%,52.8%,16.7%,13.3%,9.2%,43.9%
506,Haverford Fords,24,100%,83.7,68.1,0.814,34.2,25.3,59.5,42.6%,48.5%,20.5%,10.3%,6.8%,37.4%
507,Hawaii Hilo Vulcans,27,100%,80.9,71.9,0.889,35.3,25.4,60.7,41.9%,49.6%,15.1%,11.5%,7.9%,39.7%
508,Hawaii Pacific,27,100%,80.7,74.1,0.918,33.5,25.9,59.4,43.6%,50.6%,15.6%,12.5%,8.2%,41.8%
509,Hawaii Warriors,30,100%,77.1,69.2,0.898,30.4,24,54.4,44.1%,50.3%,16.1%,15.1%,9.2%,42.5%
510,Heidelberg,25,100%,87.3,78.3,0.896,36,29.1,65.2,44.7%,50.1%,15.8%,11.4%,8.2%,41.6%
511,Henderson State Reddies,29,100%,84.1,80.6,0.958,33.8,28.7,62.6,45.9%,51.6%,14.1%,13.6%,10.1%,44.4%
512,Hendrix College,30,100%,87.9,75.5,0.859,36.4,26.4,62.7,42%,48.2%,16.1%,14.8%,10.5%,40.2%
513,High Point Panthers,30,100%,78.1,70.4,0.901,31.5,25.8,57.2,45%,49.8%,15.3%,13.6%,10.7%,42.8%
514,Hilbert Hawks,26,100%,88.7,77.2,0.87,36.2,28.7,64.9,44.2%,48.4%,15.7%,13.3%,9.1%,42.2%
515,Hillsdale Chargers,31,100%,75.8,70.1,0.925,32.1,24.7,56.8,43.5%,50.2%,14.3%,12.6%,8%,42.1%
516,Hiram Terriers,26,100%,79.3,71.9,0.907,34.1,26.1,60.2,43.4%,49.2%,14.2%,12%,8.8%,41.7%
517,Hiwassee College Tigers,10,100%,84.6,63.7,0.753,35.9,25.3,61.2,41.3%,45.7%,19.6%,10.3%,8.6%,34.9%
518,Hobart College Statesmen,26,100%,84.5,80.3,0.951,33,28.2,61.2,46.1%,53.2%,15.9%,13.9%,9%,43.5%
519,Hofstra Pride,31,100%,80.9,78.7,0.973,32.4,27.8,60.2,46.2%,53.2%,13.3%,14.6%,10.2%,44.7%
520,Holland College Hurricanes,1,100%,105,91,0.867,49,34,83,41%,44.6%,11.4%,14.3%,9.5%,42.9%
521,Holy Cross (IN) Saints,29,100%,76.9,72.6,0.943,31,27.4,58.4,46.9%,53.5%,15.6%,10.5%,7.8%,42.8%
522,Holy Cross Crusaders,31,100%,69.3,63.3,0.914,28,23.3,51.2,45.4%,51.8%,16.5%,12.2%,8.8%,41.8%
523,Holy Family University Tigers,27,100%,82.9,68,0.821,38.9,23.3,62.1,37.4%,45.1%,15.2%,11.5%,7.2%,36.4%
524,Holy Names Hawks,33,100%,77.1,66.5,0.862,33.3,23.2,56.5,41.1%,47.8%,15.8%,13%,9.2%,39.3%
525,Hood,25,100%,93.1,79.3,0.852,35.6,25.8,61.5,42%,49%,19.4%,16.3%,10.2%,40%
526,Hope College Flying Dutchmen,27,100%,84.2,82.3,0.978,32.1,28.8,60.9,47.3%,54.1%,15.2%,14.3%,8.5%,44.9%
527,Hope International Royals,28,100%,87.6,84.5,0.965,33.5,31,64.5,48.1%,54.5%,15.6%,13.1%,9.7%,44.5%
528,Houghton College Highlanders,20,100%,77.8,63.5,0.816,31.1,22.9,54,42.4%,48.7%,21.3%,10.9%,7.8%,37.3%
529,Houston Baptist Huskies,31,100%,91.4,76.1,0.832,39.5,27.5,67,41.1%,46.3%,15.2%,13.6%,9.1%,39.4%
530,Houston Cougars,35,100%,78.6,76,0.966,31.8,27.1,58.8,46%,53.2%,14.3%,13.4%,8.8%,43.8%
531,Howard Bison,32,100%,82.6,72.9,0.882,35.2,25.4,60.6,41.9%,48.5%,15.5%,13.3%,9.1%,40.2%
532,Howard Payne Yellow Jackets,28,100%,95,77.1,0.812,38.6,26.9,65.5,41.1%,46.2%,19%,14.5%,10%,37.9%
533,Humboldt State Lumberjacks,27,100%,84.4,71.7,0.849,35.8,26.1,61.9,42.2%,47.6%,16.4%,12.6%,8.9%,39.6%
534,Hunter College Hawks,24,100%,82,70.6,0.861,30.9,25.6,56.5,45.4%,51.1%,20.2%,12.8%,8.5%,40.2%
535,Huntingdon Hawks,24,100%,95.2,74.3,0.781,41.4,26.5,67.9,39.1%,44.3%,17.5%,13.1%,9.5%,36.8%
536,Huntington University Foresters,30,100%,82.9,81.5,0.983,33.4,30,63.5,47.3%,54.4%,13.6%,12.1%,8%,44.7%
537,Husson,24,100%,90.8,84.1,0.927,38.7,30.5,69.2,44.1%,51%,14.4%,11.7%,8.4%,41.6%
538,Huston-Tilloston Rams,8,100%,85.5,75.1,0.879,35.5,26.4,61.9,42.6%,49.7%,16.7%,13.2%,9.1%,40.6%
539,Idaho State Bengals,30,100%,77.5,73.2,0.945,28.9,25.8,54.7,47.1%,54.8%,17.5%,14%,9.1%,43.2%
540,Idaho Vandals,31,100%,77.8,74.6,0.959,30.2,26.3,56.5,46.5%,54.4%,16.8%,12.6%,8.2%,43%
541,Illinois College Blue Boys,22,100%,79,73.6,0.932,33.2,26.5,59.7,44.4%,51.3%,15.2%,11.4%,8.5%,41.7%
542,Illinois Fighting Illini,32,100%,83.1,75.3,0.907,34.6,26.6,61.2,43.5%,49.5%,15%,13.6%,7.8%,41.8%
543,Illinois State Redbirds,33,100%,79.4,70.8,0.892,33.4,24.5,57.8,42.3%,50.1%,16.2%,13.2%,8.5%,40.1%
544,Illinois Tech Scarlet Hawks,19,100%,82.1,67.5,0.822,34.3,24.3,58.5,41.5%,46.1%,17.1%,13.7%,9%,39%
545,Illinois Wesleyan Titans,27,100%,81.1,78.3,0.964,34.7,27.1,61.8,43.9%,51.9%,12.6%,13.3%,8.6%,43.3%
546,Illinois-Chicago Flames,36,100%,83.1,75.3,0.906,31.9,26.9,58.8,45.7%,51.5%,17.9%,13.4%,9.8%,42.5%
547,Illinois-Springfield Praire Stars,29,100%,80.8,73.3,0.908,34.2,26.7,60.9,43.8%,50%,14.9%,12.2%,9.1%,41.6%
548,Immaculata,24,100%,88.3,76.3,0.864,38.9,27.8,66.7,41.7%,47%,14.4%,11.5%,7.9%,40.3%
549,Incarnate Word Cardinals,28,100%,81.8,69.8,0.854,32.6,23.9,56.5,42.3%,47.5%,18.5%,14.6%,10.8%,40%
550,Indiana (PA) Crimson Hawks,30,100%,78.7,75.1,0.954,31.3,27,58.3,46.3%,54.5%,16.9%,11.6%,8.3%,42.4%
551,Indiana Hoosiers,31,100%,78.8,71.5,0.908,31.5,25.9,57.4,45.1%,50.6%,15.2%,14.9%,10.4%,42.5%
552,Indiana State Sycamores,31,100%,81.9,71.5,0.873,34.2,24.3,58.5,41.5%,48.9%,16.9%,13.9%,9.5%,39.5%
553,Indiana Tech Warriors,23,100%,83.1,75,0.902,33.9,27.7,61.6,44.9%,49.9%,15.8%,12.6%,8.4%,42.1%
554,Indiana Wesleyan Wildcats,37,100%,84.7,86.6,1.023,29.6,31.6,61.2,51.6%,57.8%,15.4%,14.5%,9.6%,48.1%
555,Indiana-(East) Red Wolves,37,100%,86.5,86.5,1.001,33.1,31.3,64.4,48.6%,56.1%,15.1%,12.6%,8.8%,45.3%
556,Indiana-(Kokomo) Cougars,22,100%,88.8,84.4,0.95,36.4,30.7,67.1,45.7%,53.3%,14.9%,11.9%,8.6%,42.7%
557,Indiana-(Northwest) RedHawks,11,100%,91.1,81.3,0.892,37.4,30,67.4,44.5%,50.1%,16%,11.5%,8.7%,42%
558,Indiana-(South Bend) Titans,30,100%,84,75.6,0.9,33.8,26.1,59.9,43.6%,50.9%,17.7%,13.2%,9.4%,40.6%
559,Indiana-(Southeast) Grenadiers,14,100%,88.4,79.4,0.899,36,29.1,65.1,44.7%,51.6%,16.9%,11.6%,7.8%,40.4%
560,Indianapolis Greyhounds,29,100%,78.3,78.3,1,29.2,27.2,56.4,48.2%,55.5%,15.8%,15.3%,10.4%,45.6%
561,Iona Gaels,33,100%,80.6,79.1,0.981,33.2,28.3,61.5,46.1%,53.8%,14.1%,12.5%,9.2%,43.4%
562,Iowa Hawkeyes,33,100%,83.2,79.5,0.955,31.5,28.7,60.2,47.7%,54%,15.9%,14.4%,9.1%,44.2%
563,Iowa State Cyclones,31,100%,79.9,72.3,0.905,34.2,26.2,60.4,43.4%,49.6%,14.3%,12.4%,8.9%,41.4%
564,Iowa Wesleyan Tigers,19,100%,85.3,75.2,0.882,36.5,26.7,63.3,42.3%,49%,15.4%,11.9%,8%,39.9%
565,Ithaca College,25,100%,86.7,76.4,0.881,38,29.2,67.2,43.5%,48.6%,13.7%,10.9%,7.4%,41.3%
566,IUPUI Jaguars,29,100%,79.5,66.8,0.84,33.4,23.8,57.2,41.6%,47.8%,17.3%,12.8%,9.3%,38.5%
567,Jackson State Tigers,32,100%,78.6,61.4,0.781,38,22.1,60.1,36.8%,42.9%,14.2%,10.7%,7.8%,35.8%
568,Jacksonville Dolphins,33,100%,82.3,72.1,0.876,33.3,26.9,60.2,44.7%,49.7%,16.5%,12.9%,9.1%,40.9%
569,Jacksonville State Gamecocks,36,100%,79.4,71.2,0.896,32,26.4,58.4,45.2%,50.2%,15.8%,12.4%,8.7%,42.2%
570,James Madison Dukes,33,100%,81.9,72.6,0.887,35.5,25.4,61,41.7%,47.5%,14.1%,13.5%,9.6%,40.8%
571,Jamestown Jimmies,33,100%,84.5,85.8,1.015,32.1,31.6,63.7,49.7%,57.8%,14.6%,11.9%,7.1%,45.4%
572,Jarvis Christian Bulldogs,22,100%,85.4,68.3,0.8,37.6,23.7,61.4,38.7%,45.5%,17.7%,12%,8.4%,36.4%
573,John Brown University Golden Eagles,30,100%,85.3,82.3,0.965,32.9,28.6,61.5,46.4%,54.7%,16.8%,13.1%,8.1%,43.3%
574,John Carroll University Blue Streaks,31,100%,99.5,97.8,0.983,41.2,35.1,76.3,46%,53.9%,13%,12.2%,8.9%,44.3%
575,John Jay Bloodhounds,25,100%,86.2,71.7,0.832,33.3,24.9,58.2,42.7%,47.9%,20.1%,14.8%,9.6%,39.6%
576,Johns Hopkins Blue Jays,29,100%,76.9,71,0.924,30.1,24.4,54.5,44.8%,52.7%,17.5%,14%,9.3%,41.7%
577,Johnson & Wales (FL) University Wildcats,25,100%,81.1,72.7,0.896,36,25.6,61.6,41.5%,49.9%,15.4%,11%,9.1%,38.9%
578,Johnson & Wales (NC) University Wildcats,11,100%,86.2,69.4,0.805,39.3,25.3,64.5,39.2%,46.8%,17.8%,8.4%,6.1%,35.1%
579,Johnson & Wales (RI) University Wildcats,20,100%,87.3,73.8,0.846,37.5,27.2,64.6,42%,46.9%,15.4%,12.5%,9.5%,40.3%
580,Johnson & Wales Denver Wildcats,21,100%,84,72,0.858,36.9,26.2,63,41.5%,46.6%,14.7%,12.9%,8.8%,39.9%
581,Johnson C. Smith Bulls,27,100%,82.4,73.4,0.891,32.6,25.6,58.2,44%,49.9%,16.9%,15.2%,10.7%,41.6%
582,Johnson State,4,100%,90.5,69.5,0.768,39.8,25,64.8,38.6%,43.1%,15.7%,14.1%,9.4%,37.6%
583,Johnson University (TN) Royals,9,100%,92.4,80.2,0.868,42.6,27.3,69.9,39.1%,45.9%,14.8%,11.5%,8.8%,38.7%
584,Johnson University Florida,8,100%,91.1,67.9,0.745,38.3,24.3,62.5,38.8%,42.6%,19.8%,13.7%,9.6%,36.1%
585,Judson (IL) Eagles,30,100%,82.8,71.4,0.863,34.8,25.9,60.7,42.7%,49.9%,17.6%,10.8%,7.3%,38.8%
586,Juniata,29,100%,78.1,75.7,0.969,27.7,27.7,55.3,50%,55.4%,17.6%,14.2%,8.7%,45.5%
587,Kalamazoo College Hornets,25,100%,80.1,64.5,0.805,30,23.2,53.2,43.7%,49%,22.5%,13%,8.7%,38%
588,Kansas Christian College,7,100%,91.1,62.1,0.682,42.7,22.9,65.6,34.9%,39.5%,19.6%,10%,7.5%,31.7%
589,Kansas Jayhawks,39,100%,79.6,80.7,1.015,30.8,29.7,60.6,49.1%,57.3%,14.3%,11.3%,7.5%,45.3%
590,Kansas State Wildcats,38,100%,74.5,70.9,0.952,29.5,25.3,54.8,46.2%,52.4%,14.7%,13.6%,8.6%,44.2%
591,Kansas Wesleyan Coyotes,32,100%,81.1,69.9,0.862,32.3,25.5,57.9,44.1%,48.7%,17%,13.7%,9.3%,41.2%
592,Kean University Cougars,27,100%,81.1,68.1,0.84,34.6,24.7,59.3,41.7%,49.3%,18.9%,9.6%,7.3%,37.1%
593,Keene State Owls,16,100%,89.7,78.1,0.87,32.4,30.1,62.4,48.1%,52.5%,20.6%,12.3%,9%,41.7%
594,Keiser Seahawks,32,100%,88.3,84.1,0.953,33.7,30.8,64.5,47.8%,55.5%,17.5%,11.4%,7.8%,43.2%
595,Kennesaw State Fighting Owls,30,100%,80.7,71,0.88,32.1,26.4,58.6,45.1%,49.6%,16.2%,13%,9.3%,42%
