#,Team,GP,% Time,Poss / Game,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score
1,Youngstown State Penguins,32,100%,83.3,82.1,0.985,28.7,29.4,58.1,50.6%,57.5%,18.1%,15%,9.6%,45.3%
2,Young Harris Mountain Lions,28,100%,86.9,77.4,0.891,34.2,29.1,63.4,46%,50.9%,17%,11.4%,7.4%,42.1%
3,York (PA) Spartans,30,100%,87.4,74.2,0.849,36.5,26.8,63.3,42.4%,48.6%,17.2%,12.2%,8.4%,39.4%
4,York (ONT) Lions,29,100%,94.4,79.9,0.846,39.8,27.3,67.2,40.7%,46.4%,16.9%,14.5%,11.3%,39.8%
5,York (NY) Cardinals,18,100%,88.7,74.6,0.841,35.7,26.1,61.8,42.2%,48.4%,18.9%,13.6%,8.5%,39.2%
6,York (NE) Panthers,29,100%,93.1,82.3,0.883,37.8,28.7,66.5,43.2%,49.8%,17.3%,13.4%,8.3%,40.2%
7,Yeshiva Maccabees,11,100%,88.1,76.1,0.864,35.5,27.6,63.2,43.7%,48.1%,15.9%,14%,9.3%,41.9%
8,Yellowstone Christian College,17,100%,92.8,102.8,1.108,34.5,40.5,75,54%,61.8%,12.1%,9.1%,7.7%,49.7%
9,Yale Bulldogs,31,100%,78.5,73.3,0.933,31.3,26.5,57.7,45.8%,51.7%,15.6%,13.6%,10.1%,42.5%
10,Xavier Musketeers,35,100%,80.5,73.7,0.916,35.7,26.7,62.4,42.9%,49.6%,13.6%,10.6%,7.9%,41.2%
11,Xavier (LA) Gold Rush,32,100%,81.1,64.8,0.798,33.3,21.3,54.6,39.1%,44.9%,19.4%,14.8%,9.6%,37.7%
12,Wyoming Cowboys,33,100%,86,77.4,0.9,34.3,26.8,61.1,43.9%,50.3%,16.6%,14.2%,9%,42%
13,Wright State-Lake,10,100%,95.2,94.6,0.994,35.6,35.7,71.3,50.1%,55.7%,15%,12.8%,9.9%,46.5%
14,Wright State Raiders,35,100%,78.7,65.6,0.833,33.3,23.2,56.5,41%,47.8%,18.6%,11.3%,8.2%,37.9%
15,Worcester State Lancers,9,100%,87.6,85.2,0.973,32.8,31.6,64.3,49.1%,55.4%,15%,13.5%,8.4%,45.4%
16,Worcester Polytechnic Engineers,28,100%,78,72.3,0.927,30.3,24.3,54.6,44.4%,52.4%,18.2%,14.4%,8.9%,41.3%
17,Wooster Fighting Scots,28,100%,79.5,70.5,0.886,34.6,24.9,59.6,41.8%,48.5%,14.7%,12.4%,8.7%,40.1%
18,Wofford Terriers,34,100%,75.9,70.7,0.931,30.4,24.5,54.9,44.6%,52.3%,16.7%,13.1%,9.5%,42%
19,Wittenberg,30,100%,78.4,66,0.843,34.2,24.4,58.6,41.6%,48.2%,16.9%,10%,7.2%,38.1%
20,Wisconsin-(Whitewater) Warhawks,25,100%,75.6,64.8,0.858,31.3,22.6,53.9,42%,48%,17.2%,13.3%,8.6%,39.6%
21,Wisconsin-(Superior) Yellowjackets,27,100%,72.9,74,1.015,29.5,28.2,57.7,48.9%,55.5%,11.9%,10.8%,7.5%,46.1%
22,Wisconsin-(Stout) Blue Devils,25,100%,74.6,74.6,1.001,29.4,27,56.4,47.8%,57.4%,15.6%,11.2%,8.4%,43.7%
23,Wisconsin-(Stevens Point) Pointers,30,100%,70.1,62.9,0.897,27.6,22.4,50,44.8%,51.8%,18.6%,12.5%,9.1%,40.5%
24,Wisconsin-(River Falls) Falcons,27,100%,75.1,68,0.905,31.9,23.6,55.5,42.5%,50.5%,15.8%,12.6%,8.8%,40.1%
25,Wisconsin-(Platteville) Pioneers,29,100%,77.2,63.4,0.821,33,22.3,55.3,40.3%,46.2%,17.8%,12.3%,8.5%,38.1%
26,Wisconsin-(Parkside) Rangers,30,100%,72.2,70,0.97,27.9,25.4,53.3,47.6%,54.6%,15.6%,12%,9.4%,44.6%
27,Wisconsin-(Oshkosh) Titans,33,100%,75.2,66.2,0.88,33.6,24.3,57.9,42%,47.7%,13.7%,11%,7.3%,40.1%
28,Wisconsin-(Milwaukee) Panthers,33,100%,75.5,68,0.902,32.1,24.5,56.6,43.3%,50.4%,15.9%,11%,7.4%,40.5%
29,Wisconsin-(La Crosse) Eagles,26,100%,75.3,66.3,0.881,27.2,22.3,49.5,45.1%,51.3%,21.2%,15.3%,9.2%,41.1%
30,Wisconsin-(Green Bay) Phoenix,33,100%,85.9,75.5,0.879,36.5,27.2,63.7,42.7%,48.7%,15.5%,12.5%,8%,40.4%
31,Wisconsin-(Eau Claire) Blugold,25,100%,73,66.7,0.913,30.4,24,54.4,44.2%,50.7%,16.1%,11.4%,7.9%,41.1%
32,Wisconsin Lutheran Warriors,25,100%,85.9,82.8,0.964,34.2,30.4,64.5,47.1%,53.9%,14.7%,12.5%,8.2%,43.9%
33,Wisconsin Badgers,33,100%,71.2,65.4,0.919,28.6,24.1,52.7,45.7%,51%,15.8%,12.3%,7.4%,42.5%
34,Winthrop Eagles,29,100%,81.1,71.9,0.886,34,25.4,59.3,42.8%,49.1%,16.2%,12.3%,8.3%,40.7%
35,Winston-Salem Rams,24,100%,86,78.7,0.915,31.8,27.4,59.2,46.3%,52%,17.5%,16%,9.8%,43.6%
36,Winona State Warriors,29,100%,75.5,72.2,0.957,30.8,26.3,57.1,46.1%,53.8%,15.3%,11%,7.9%,42.7%
37,Winnipeg Wesmen,23,100%,94.9,79.4,0.836,41.5,30.6,72.1,42.4%,49.1%,17.6%,7.6%,6%,37.6%
38,Wingate University Bulldogs,30,100%,80.9,73.5,0.909,33.1,27.2,60.3,45.1%,51.3%,16.1%,11.7%,8.7%,41.7%
39,Windsor Lancers,28,100%,96.8,85.5,0.883,42.5,29.9,72.4,41.3%,48.3%,15.2%,11.9%,9.6%,40.1%
40,Wilson,17,100%,89.5,75.2,0.84,37.2,27.9,65.1,42.9%,48.4%,17%,11.8%,7.6%,39.4%
41,Wilmington (OH) Quakers,25,100%,89.9,82.1,0.914,32,28.6,60.6,47.2%,52.4%,19.4%,15.9%,9.7%,43.6%
42,Wilmington (DE) Wildcats,29,100%,85.5,72.4,0.847,35.8,26.7,62.5,42.7%,48.2%,17.1%,12.1%,9.1%,39.5%
43,Williams College Ephs,29,100%,79.6,62.1,0.78,37.3,23.1,60.4,38.2%,43.9%,16.3%,9.6%,7.4%,35.6%
44,Williams Baptist Eagles,30,100%,85.4,78.1,0.914,33.6,29.9,63.6,47.1%,53.3%,17.1%,10.6%,8.2%,41.9%
45,William Woods University Owls,31,100%,79.7,72.4,0.908,33.1,25.5,58.6,43.5%,50.3%,15.4%,13.2%,9.5%,41.5%
46,William Penn University Statesmen,34,100%,94.2,82,0.871,40.1,30.3,70.4,43%,48.9%,15.3%,11.9%,7.9%,40.3%
47,William Peace,27,100%,87.6,80.7,0.921,36.4,28,64.4,43.4%,51.3%,15.7%,13%,8.6%,41.4%
48,William Paterson Pioneers,29,100%,84.4,73.2,0.867,33.2,25.7,58.9,43.6%,49.4%,18.6%,14%,9.2%,40.6%
49,William Jewell Cardinals,30,100%,84.9,75.2,0.886,35.2,28.2,63.3,44.5%,50.2%,16.4%,10.9%,7.2%,40.7%
50,William Jessup,32,100%,84.9,74.4,0.876,35.2,26.4,61.6,42.8%,48.7%,16%,13.3%,8.9%,41.1%
51,William Carey,29,100%,84,69.6,0.829,35.8,24,59.8,40.2%,46.2%,17.5%,14%,9.5%,38.6%
52,William & Mary Tribe,31,100%,80.1,81.2,1.013,31.6,29.8,61.4,48.5%,55.3%,13%,13.1%,10.2%,46.1%
53,Willamette Bearcats,25,100%,82,71.6,0.874,33.3,26,59.3,43.9%,49.7%,16.3%,13.3%,9.1%,40.6%
54,Wilkes,27,100%,80.4,67.5,0.839,33.2,24.2,57.4,42.1%,48.3%,17.9%,12.9%,8.9%,38.8%
55,Wilfrid Laurier,31,100%,92.5,76.6,0.828,38.5,27.1,65.6,41.3%,46.5%,18.1%,13.1%,9.6%,39.1%
56,Wiley (TX) Wildcats,19,100%,88.5,80.2,0.906,33.8,27.6,61.4,45%,51.7%,18.1%,15.2%,9.1%,42%
57,Wilberforce Bulldogs,8,100%,87.8,80.6,0.919,31.8,29.3,61,48%,53.9%,19.9%,13.4%,8.8%,42.3%
58,Widener,27,100%,83.6,71.6,0.857,35.8,25.7,61.5,41.7%,48.3%,16.3%,12.8%,9.8%,39%
59,Wichita State Shockers,33,100%,78.3,71.2,0.908,34,24.4,58.3,41.8%,49.1%,14.2%,13.7%,9.6%,40.7%
60,Whitworth Pirates,29,100%,86.9,74.2,0.855,36.9,26.4,63.3,41.7%,47.8%,16.6%,12.1%,8.4%,39.5%
61,Whittier College Poets,23,100%,90.6,85.8,0.947,34.9,31,65.9,47.1%,53.7%,15.4%,13.9%,7.9%,44%
62,Whitman Blues,31,100%,96.1,76,0.791,34.2,28.2,62.4,45.2%,51%,25.8%,11%,7.1%,36.9%
63,Wheelock,7,100%,89.7,82.7,0.922,34.6,30.9,65.4,47.2%,52.4%,17.7%,12.1%,8.3%,42.5%
64,Wheeling Jesuit,32,100%,80.4,69,0.858,34,24.5,58.5,41.9%,48.7%,17.5%,11.2%,7.3%,38.8%
65,Wheaton (MA) Lyons,26,100%,79.7,71.1,0.892,32.8,26.3,59,44.5%,51.2%,17.6%,10.1%,7.3%,40.3%
66,Wheaton (IL),26,100%,81.9,74.7,0.911,34.3,26.8,61.1,43.9%,49.4%,14.3%,13.6%,10.4%,42.2%
67,Westmont Warriors,29,100%,84.7,72.6,0.857,37.1,26.3,63.5,41.5%,47.7%,15.9%,11.1%,7.8%,38.9%
68,Westminster (UT) College Griffins,26,100%,73.7,66.2,0.898,31.7,22.8,54.5,41.8%,49.5%,15.7%,12.7%,9.3%,39.8%
69,Westminster (PA) Titans,27,100%,82.4,67.2,0.815,35.7,25.1,60.8,41.2%,46.3%,17.4%,10.9%,8.3%,38.1%
70,Westminster (MO) Blue Jays,18,100%,84.7,76.4,0.902,30.8,29,59.8,48.5%,55.7%,21.4%,9.8%,5.9%,40.9%
71,Westfield State Owls,8,100%,86.5,74.3,0.858,29.3,26.4,55.6,47.4%,53.1%,22.4%,15.6%,8.1%,41.8%
72,Western Washington Vikings,29,100%,81.2,72.9,0.898,35.6,26.6,62.1,42.7%,48.9%,13.7%,11.7%,8.8%,41.2%
73,Western State Mountaineers,31,100%,81.8,82.2,1.006,30,29.8,59.8,49.9%,55.5%,14.5%,14.7%,9.7%,47.3%
74,Western Oregon Wolves,33,100%,77.5,64.5,0.832,31.1,22.4,53.5,41.9%,48%,19.9%,13.6%,8.9%,38.5%
75,Western Ontario Mustangs,28,100%,93.5,76.1,0.814,37.3,27.9,65.2,42.8%,48.4%,21.3%,11%,8.3%,37.9%
76,Western New Mexico Mustangs,28,100%,90.1,81.8,0.908,35.3,29.7,65,45.7%,52.5%,17.6%,12.7%,8.3%,41.5%
77,Western New Eng.,26,100%,87.9,79,0.899,34.3,27,61.3,44%,51.1%,18.2%,14%,9.3%,41.2%
78,Western Michigan Broncos,32,100%,78.6,72.9,0.928,31.2,25.5,56.7,45%,53%,17.1%,12.5%,7.6%,41.7%
79,Western Kentucky Hilltoppers,38,100%,80.1,69.5,0.868,35.2,25.8,61.1,42.3%,48.7%,15.6%,9.7%,7.1%,39.3%
80,Western Illinois Leathernecks,28,100%,79.1,71.5,0.903,35,25.8,60.8,42.4%,49.4%,13.9%,11.7%,9.4%,40.8%
81,Western Connecticut State,15,100%,87.7,77.7,0.887,35.7,26.5,62.2,42.7%,50.1%,17.6%,13.9%,9.5%,40.5%
82,Western Carolina Catamounts,32,100%,81,75.1,0.927,31.2,26.1,57.3,45.6%,53.2%,18.3%,13.4%,10.2%,41.7%
83,Westcliff University,13,100%,94.4,99.6,1.055,36.7,37.7,74.4,50.7%,58.3%,13%,10.5%,9%,47.4%
84,West Virginia Wesleyan Bobcats,29,100%,78.6,74.8,0.952,31.8,27.8,59.6,46.6%,53.3%,14.7%,11.6%,8.2%,43.6%
85,West Virginia Tech Golden Bears,32,100%,86.4,79.9,0.924,37.8,27.6,65.3,42.2%,50.5%,13.7%,12.4%,8.7%,41.3%
86,West Virginia State Yellow Jackets,29,100%,88.5,85.7,0.968,33.2,30.3,63.5,47.7%,54.4%,16.2%,14.2%,9.7%,44.6%
87,West Virginia Mountaineers,37,100%,79.4,68.9,0.868,30.6,22.5,53.1,42.4%,49.7%,19.4%,16%,9.4%,40.1%
88,West Texas A&M Buffaloes,36,100%,84.9,72.7,0.856,35.3,25.3,60.6,41.8%,47.2%,15.8%,15.3%,9.7%,40.3%
89,West Liberty Hilltoppers,30,100%,93.7,81.2,0.866,35.5,28.3,63.8,44.4%,50.2%,18.7%,15.3%,9.8%,41.1%
90,West Georgia Wolves,27,100%,90.9,85.6,0.941,36.3,32.3,68.6,47.1%,53%,15.1%,11.2%,8.6%,43.7%
91,West Florida Argonauts,32,100%,80.3,67.6,0.842,32.1,23.5,55.6,42.2%,49.6%,20.4%,12%,8.7%,38.2%
92,West Coast Baptist Eagles,16,100%,87.4,86.4,0.989,32.7,31,63.7,48.7%,54.8%,15.6%,14.9%,10.4%,45.5%
93,West Chester Golden Rams,29,100%,85.3,73.5,0.861,33.7,24.4,58,42%,48.2%,18.5%,15.9%,10%,40%
94,West Alabama Tigers,28,100%,83,69.5,0.837,34.9,24.5,59.4,41.3%,47.3%,18%,11.8%,8.4%,38.8%
95,Wesleyan (CT),28,100%,83.4,64.9,0.778,39,23,62,37.1%,43.3%,16.4%,10.4%,6.8%,35.4%
96,Wesley Wolverines,26,100%,86.9,75.5,0.869,34.8,26.8,61.6,43.5%,50.2%,18.1%,13.6%,8.8%,40.1%
97,Wentworth Leopards,26,100%,80.1,68.4,0.854,35.5,25.2,60.7,41.6%,48.4%,15.8%,9.8%,6.2%,38.4%
98,Wells,12,100%,91.8,79.4,0.866,39.1,28.5,67.6,42.2%,49.4%,16.1%,12.6%,8.5%,39.1%
99,Welch College Flames,2,100%,91,79,0.868,38,30.5,68.5,44.5%,52.2%,19.2%,9.3%,8.2%,37.9%
100,Webster University,19,100%,82.1,74.5,0.908,35.1,27.9,63.1,44.3%,52%,16.3%,7.9%,5.9%,40%
101,Weber State Wildcats,31,100%,79.5,69.9,0.88,34.5,25.4,59.9,42.3%,47.7%,14.2%,13.1%,9.3%,40.9%
102,Webber International Warriors,30,100%,91.2,80.9,0.887,38.1,29.5,67.6,43.6%,50.1%,15.9%,11.9%,8.5%,40.7%
103,Waynesburg,26,100%,86.3,75.5,0.875,34,26.2,60.3,43.5%,49.2%,17.7%,14.7%,9.9%,41%
104,Wayne State (NE) Wildcats,30,100%,78.7,73.2,0.93,30.4,26.3,56.7,46.4%,52.5%,17.2%,13%,10%,43%
105,Wayne State (MI) Warriors,26,100%,76.7,68.6,0.895,30.2,24.4,54.7,44.7%,49.8%,17.4%,13.7%,8.5%,42%
106,Wayland Baptist Pioneers,30,100%,85.1,71.9,0.845,36.6,23.8,60.4,39.4%,46.3%,16.3%,14.4%,9.1%,38.5%
107,Waterloo Warriors,29,100%,94.4,86.1,0.913,42.8,32.4,75.2,43.1%,48.7%,11.5%,11.3%,9.2%,42.1%
108,Washington State Cougars,31,100%,80.6,77.5,0.961,33.2,28.4,61.6,46.1%,53%,13.7%,12.1%,9%,43.5%
109,Washington Huskies,34,100%,82,72.4,0.883,32.4,25.9,58.3,44.5%,50.3%,17.6%,13.4%,9.2%,41%
110,Washington and Lee Generals,27,100%,86.7,79.3,0.915,36.6,28.3,64.9,43.6%,49.7%,14.5%,13.3%,9.4%,41.9%
111,Washington Adventist Shock,6,100%,80.5,75.5,0.938,30.2,26.3,56.5,46.6%,52.4%,18.6%,14.3%,8.3%,43.1%
112,Washington (St. Louis) Bears,26,100%,83.6,72,0.861,36.1,26.9,63,42.7%,49.9%,17.2%,8.7%,6.1%,38.3%
113,Washington (MD)  Shoremen,26,100%,83.4,76.3,0.915,30.5,26.9,57.4,46.8%,53.3%,18.8%,14.8%,10.2%,42.8%
114,Washington & Jefferson Presidents,25,100%,82.2,75.2,0.914,33.4,28,61.4,45.6%,51.5%,15.4%,12%,8.6%,42.1%
115,Washburn Ichabods,31,100%,78.6,68.9,0.877,32,22.9,54.9,41.7%,48.4%,17.1%,14.9%,9.6%,40.5%
116,Wartburg Knights,26,100%,82.6,74.3,0.9,34.5,26.6,61.1,43.6%,51.7%,17.4%,10.2%,7.3%,39.5%
117,Warren Wilson Owls,23,100%,106.5,97.8,0.918,37.6,35.1,72.7,48.3%,53.9%,20%,14.4%,9.9%,42.9%
118,Warner Royals,33,100%,86.5,75.6,0.873,35.7,26.8,62.5,42.9%,49.6%,17.6%,11.9%,9.1%,40.1%
119,Warner Pacific Knights,34,100%,83.7,76.4,0.913,34.2,27.8,62,44.8%,50.7%,16.1%,11.7%,8.1%,42%
120,Walsh Cavaliers,27,100%,80.5,66.7,0.828,36,24.3,60.2,40.3%,46.1%,16.1%,11%,8.2%,38%
121,Walla Walla Wolves,28,100%,83.9,84.4,1.006,34.5,31.7,66.1,47.9%,55.5%,13.2%,9.9%,6.7%,44.6%
122,Waldorf University Warriors,28,100%,77.2,75.2,0.974,30,26.3,56.4,46.7%,54.7%,16.3%,12.8%,8.5%,43.5%
123,Wake Forest Demon Deacons,31,100%,78.7,73.9,0.939,31.8,24.7,56.5,43.7%,51.3%,14.9%,15%,9.1%,42.7%
124,Wagner Seahawks,33,100%,79.2,67.9,0.858,31.8,22.1,53.9,41.1%,47.6%,17.5%,16.6%,10.6%,40.5%
125,Wabash College Little Giants,26,100%,79.3,71.3,0.899,37.3,26,63.3,41.1%,47.7%,10.6%,11.8%,8.8%,40.7%
126,Voorhees Tigers,13,100%,93.5,86.1,0.92,31.7,29.7,61.4,48.4%,56.1%,21.5%,15.8%,9.9%,42.4%
127,Viterbo Hawks,27,100%,78.9,70.9,0.899,33.1,25.3,58.4,43.4%,51.1%,16.4%,11.8%,8.3%,40.1%
128,Virginia-(Wise) Cavs,29,100%,86.5,80.5,0.931,36.6,29.4,66.1,44.6%,51.5%,14.2%,11.2%,8.1%,42.3%
129,Virginia Wesleyan Marlins,25,100%,82.8,69.7,0.842,34.8,24.4,59.2,41.2%,46.2%,16.7%,14.4%,10.6%,40.2%
130,Virginia Union Panthers,30,100%,78.9,64.1,0.812,33.5,21.3,54.8,38.8%,45%,18.2%,14.6%,10%,37.4%
131,Virginia Tech Hokies,33,100%,79.3,71,0.895,33.7,25.3,59,42.8%,50.2%,15.6%,11.6%,8.1%,40.4%
132,Virginia State Trojans,26,100%,76.9,63,0.82,33.5,20.7,54.2,38.2%,43.5%,15.7%,16%,12%,38.8%
133,Virginia Military Keydets,30,100%,79.2,72.1,0.91,31.8,25.1,56.9,44.1%,51.2%,17%,13.5%,9.6%,41.4%
134,Virginia Commonwealth Rams,33,100%,80.8,74.4,0.92,33.6,27.1,60.7,44.6%,51%,15.2%,12.1%,9%,42%
135,Virginia Cavaliers,34,100%,68.5,53.7,0.783,31.2,18.9,50.1,37.7%,44%,17.9%,10.3%,7.6%,35.5%
136,Villanova Wildcats,40,100%,79.4,69.7,0.878,34.4,25.5,59.9,42.6%,48.2%,15.5%,11%,8.1%,39.9%
137,Villa Maria Vikings,5,100%,98,81,0.827,38.2,32.2,70.4,45.7%,50.1%,20.4%,9.4%,7.1%,38.6%
138,Victoria Vikes,24,100%,89.3,79.9,0.895,39,30.8,69.7,44.1%,49.3%,13.2%,11.1%,9.4%,41.7%
139,Vermont Tech Knights,4,100%,93.3,74.5,0.799,39,23.8,62.8,37.8%,46.2%,18.8%,15.3%,9.7%,37.5%
140,Vermont Catamounts,35,100%,71.8,64.4,0.898,31.1,23.9,55,43.5%,49.9%,15.1%,10.7%,8.2%,40.4%
141,Vaughn College Warriors,1,100%,89,95,1.067,40,34,74,45.9%,53.4%,6.7%,12.4%,11.2%,48.3%
142,Vassar Brewers,26,100%,80.3,75.1,0.935,35.2,27.5,62.7,43.8%,49.8%,11.2%,13.2%,9.5%,43.4%
143,Vanguard Lions,26,100%,86.4,76.2,0.882,31.5,26.7,58.2,45.8%,52.2%,20.7%,13.8%,8.8%,41%
144,Vanderbilt Commodores,32,100%,75.8,73.8,0.974,30.5,26.2,56.7,46.2%,52%,12.5%,15%,9.5%,45.6%
145,Vancouver Island University Mariners,7,100%,97.1,90,0.926,38.3,33.6,71.9,46.7%,52.9%,15.6%,11.8%,7.5%,43.5%
146,Valparaiso Crusaders,31,100%,78.6,68.3,0.869,31.6,23,54.6,42.1%,47.5%,16.5%,15.9%,9.2%,41.2%
147,Valley Forge Christian College Patriots,6,100%,82.8,75.3,0.909,37.8,28,65.8,42.5%,48.6%,11.3%,11.5%,7.6%,41%
148,Valley City State University Vikings,31,100%,75.1,72.6,0.967,30.9,26.6,57.6,46.3%,52.8%,13.3%,12.2%,8.8%,44.3%
149,Valdosta State Blazers,31,100%,88.5,80.4,0.909,38.8,30.2,69,43.7%,49.2%,12.6%,11.3%,8.4%,42.2%
150,Utica,27,100%,81.5,70.4,0.864,36.5,25.7,62.2,41.4%,47%,14.4%,11.9%,8%,39.5%
151,UTEP Miners,31,100%,79.4,70.3,0.886,33,24.3,57.3,42.4%,49.8%,15.7%,14.1%,9.3%,40.4%
152,Utah Valley Wolverines,34,100%,79.4,67.4,0.849,35.4,24.8,60.1,41.2%,46.8%,15.1%,11%,7.9%,39.1%
153,Utah Utes,35,100%,77.7,68,0.875,34.6,24.4,58.9,41.3%,47.7%,14.7%,11.8%,9.2%,39.5%
154,Utah State Aggies,34,100%,76.9,72,0.937,31.4,25.5,56.9,44.8%,51.6%,14.9%,13.2%,9%,42.8%
155,USC Upstate Spartans,31,100%,80.5,84.9,1.055,29.9,30.3,60.3,50.3%,57.8%,13.1%,14.1%,9.5%,48.5%
156,USC Trojans,36,100%,78.4,70.1,0.894,33.3,25.8,59,43.7%,50.5%,15.7%,10.6%,7.2%,40.2%
157,US Merchant Marine Academy,8,100%,85.6,71.8,0.838,31.6,25.1,56.8,44.3%,51.1%,22.2%,14.2%,9.9%,39.1%
158,Ursinus Bears,27,100%,82.2,72.8,0.885,35.2,26.2,61.4,42.7%,48.7%,14.4%,12.7%,8.8%,41.1%
159,Urbana Blue Knights,26,100%,84.1,81,0.963,31.9,28.4,60.3,47.1%,53.2%,14.8%,15.5%,10.6%,45.3%
160,Upper Iowa Peacocks,32,100%,84.5,80.6,0.953,35,29,64,45.3%,51.8%,14.1%,12.2%,8.4%,43.5%
161,UNLV Rebels,33,100%,84.7,76.7,0.906,37.6,28.3,65.9,43%,48.6%,12.7%,11.3%,8.2%,41.9%
162,University Virgin Islands,12,100%,86.8,80.5,0.928,30.9,27.9,58.8,47.5%,53.9%,19.2%,15.2%,8.7%,43%
163,University of the Sciences,29,100%,76.4,64.5,0.844,35.2,23.6,58.8,40.1%,46.1%,14.3%,10.6%,7.8%,38.4%
164,University of Quebec at Montreal,23,100%,93,79,0.85,35.3,27.9,63.1,44.1%,49.7%,20.2%,14.2%,10.8%,40.4%
165,University of Dallas,24,100%,87.1,75.2,0.863,37.7,26.7,64.4,41.5%,47.2%,15.7%,12.4%,8.2%,39.7%
166,Unity College,1,100%,81,78,0.963,34,27,61,44.3%,54.1%,14.8%,13.6%,11.1%,40.7%
167,Union College (NE),1,100%,83,108,1.301,31,47,78,60.3%,66.7%,3.6%,3.6%,3.6%,59%
168,Union (TN) Bulldogs,28,100%,79.9,73.9,0.925,34.6,26.7,61.4,43.5%,49.9%,12.7%,12.7%,9.4%,42.2%
169,Union (NY) Dutchmen,27,100%,85.7,70.8,0.826,36.7,25.1,61.8,40.6%,46.1%,17.2%,13.2%,9.5%,38.7%
170,Union (KY) Bulldogs,23,100%,87.6,72,0.821,38,24.3,62.3,39.1%,44.1%,16.3%,14.9%,10.7%,38.9%
171,UNC Pembroke Braves,33,100%,85.5,69,0.807,38.2,25.2,63.4,39.7%,45%,16.6%,11%,8.1%,37.3%
172,UNC Greensboro Spartans,35,100%,75.6,62.3,0.824,31,20.8,51.8,40.1%,46.4%,18.9%,14.1%,9.1%,38.3%
173,UMKC Kangaroos,32,100%,83.1,76,0.915,31.7,26.2,57.8,45.3%,51.4%,17.3%,15.8%,10.7%,42.9%
174,UMBC Retrievers,36,100%,78.7,68,0.865,32,24.4,56.4,43.3%,50.2%,18.5%,11.9%,9.1%,39.2%
175,UMass Dartmouth,13,100%,88.3,81.1,0.918,35,30.2,65.2,46.3%,51.7%,16.5%,12.1%,8.3%,43.1%
176,UMass Boston Beacons,25,100%,84,71,0.846,33.1,25.2,58.4,43.2%,49.7%,20.2%,12.3%,8.2%,39.3%
177,UCLA Bruins,33,100%,83.7,75.9,0.906,37.4,27,64.4,41.9%,48.7%,12.2%,12.2%,7.9%,41.5%
178,UCF Knights,32,100%,74.3,61,0.822,33.7,22.3,55.9,39.8%,45.4%,15.9%,10.5%,7.3%,37.5%
179,UC Santa Cruz Banana Slugs,25,100%,84,70.6,0.841,36.6,26,62.5,41.5%,47.3%,15.9%,11.4%,7.6%,38.7%
180,UC Santa Barbara Gauchos,32,100%,76.6,68.3,0.892,32.9,24.9,57.8,43.1%,49.2%,14.7%,11.8%,8.9%,40.8%
181,UC San Diego Tritons,30,100%,74.4,65.8,0.884,31.2,22.8,54,42.2%,48.2%,15.4%,14.5%,10%,41.1%
182,UC Riverside Highlanders,31,100%,81.2,69,0.85,34.5,23.6,58,40.6%,47.1%,16.5%,14.1%,8.8%,39.3%
183,UC Merced Golden Bobcats,27,100%,80.4,66,0.82,35.2,24.1,59.3,40.7%,46.1%,15.8%,12%,8.6%,38.2%
184,UC Irvine Anteaters,35,100%,78.2,66.9,0.856,35.1,22.3,57.4,38.8%,44.5%,12.7%,16%,11%,40.5%
185,UC Davis Aggies,33,100%,79.2,67.5,0.852,32,23.2,55.2,42.1%,48.1%,18.8%,13.8%,8.8%,39.1%
186,UAB Blazers,33,100%,77.6,68.4,0.881,33.7,24.7,58.4,42.3%,49.7%,15.6%,10.8%,8.1%,39.3%
187,Tuskegee Golden Tigers,27,100%,76.6,70.9,0.925,29.5,24.5,54,45.4%,50.5%,15.1%,16.9%,12.1%,44%
188,Tusculum Pioneers,28,100%,88.1,86.8,0.985,33.6,30.4,64.1,47.5%,54%,14.6%,15.5%,10.7%,45.5%
189,Turtle Mountain Community College,2,100%,107,78,0.729,48.5,29,77.5,37.4%,41.3%,16.8%,13.1%,9.3%,36%
190,Tulsa Golden Hurricane,31,100%,79.2,70.5,0.89,35.4,25.5,60.9,41.8%,49.3%,14.8%,11.3%,8.4%,39.2%
191,Tulane Green Wave,31,100%,79.8,73.5,0.921,33,26.2,59.2,44.2%,50%,14.2%,14.1%,9.8%,42.8%
192,Tufts Jumbos,24,100%,87.6,70.4,0.804,39.3,26.5,65.7,40.3%,44.9%,15.8%,11.1%,7.8%,37.9%
193,Truman State Bulldogs,31,100%,82.1,75.8,0.923,33.8,28,61.8,45.3%,51.4%,15.9%,11.5%,8.4%,41.6%
194,Truett-McConnell College Bears,27,100%,89.1,74.1,0.832,36.4,27,63.3,42.6%,49%,19%,11.3%,7%,38.3%
195,Troy Trojans,33,100%,80.6,72.7,0.902,34.6,26.2,60.7,43.1%,49.4%,13.9%,12.3%,8.6%,41.9%
196,Trinity Western Spartans,23,100%,93.2,88.3,0.947,38.7,32,70.8,45.3%,52%,13.8%,12.5%,9.3%,43.4%
197,Trinity International Trojans,32,100%,91.6,85.2,0.931,31.7,31.5,63.2,49.8%,56.6%,21%,12.5%,8.3%,42.8%
198,Trinity College (CT) Bantams,24,100%,82.8,64.4,0.778,35,21,56.1,37.5%,42.8%,19.3%,15.7%,10.6%,36.9%
199,Trinity Christian College (IL) Trolls,28,100%,77.2,71.5,0.926,29.9,25.1,55,45.7%,52.7%,17.7%,13.2%,8.5%,42.1%
