Game_ID,Session_ID,LineUp_ID,Game_Status_ID,Player_Name,Pts,OffReb,DefReb,TtlReb,FGA,FGM,FGm,Two_FGA,Two_FGM,Two_FGm,Three_FGA,Three_FGM,Three_FGm,Ast,Stl,FTA,FTM,FTm
4,2,5,1,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2,5,1,Jake Bruns,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
4,2,5,1,Jason Morris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,6,1,Max Hisatake,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4,2,6,1,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,6,1,Jake Digiorgio,2,2,1,3,3,1,2,3,1,2,0,0,0,0,0,0,0,0
4,2,6,1,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2,6,1,Jake Bruns,3,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0
4,2,7,1,Brett Ott,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
4,2,7,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,7,1,Max Hisatake,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,7,1,Jake Digiorgio,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
4,2,7,1,Jake Bruns,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,8,1,Kohl Linder,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,8,1,Brett Ott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,8,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,8,1,Jake Digiorgio,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4,2,8,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,9,1,Brinden Carlson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,9,1,Kohl Linder,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,9,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,9,1,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,9,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1,2,Jake Digiorgio,2,0,2,2,2,0,2,1,0,1,1,0,1,0,0,2,2,0
5,1,1,2,Max Hisatake,2,2,2,4,2,1,1,2,1,1,0,0,0,0,0,0,0,0
5,1,1,2,Anthony Mosley,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
5,1,1,2,Capriest Gardner,2,0,0,0,3,1,2,3,1,2,0,0,0,0,0,0,0,0
5,1,1,2,Parker Joncus,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
5,1,2,2,Jake Bruns,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
5,1,2,2,Jake Digiorgio,2,2,0,2,2,1,1,2,1,1,0,0,0,1,1,0,0,0
5,1,2,2,Max Hisatake,2,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0
5,1,2,2,Anthony Mosley,7,0,0,0,6,2,4,5,1,4,1,1,0,0,0,3,2,1
5,1,2,2,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,2,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,2,Jake Bruns,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
5,1,3,2,Max Hisatake,2,1,1,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0
5,1,3,2,Anthony Mosley,2,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0
